station_code,valid_from,valid_to,segment_number,n_segments_reported,curve_type,equation_type,stage_min_cm,stage_max_cm,table_stage_step_cm,coefficient_a,coefficient_h0_m,coefficient_n,consistency_level,rating_curve_id,valid_from_dt,valid_to_dt
70100000,1976-04-21 00:00:00.0,1980-12-29 00:00:00.0,1,3,1,1,10.0,38.0,1.0,39.5718,0.06,1.59,2,70100000_1976-04-21 00:00:00.0_1980-12-29 00:00:00.0,1976-04-21,1980-12-29
70100000,1976-04-21 00:00:00.0,1980-12-29 00:00:00.0,2,3,1,1,38.0,94.0,1.0,52.6537,0.1,1.641,2,70100000_1976-04-21 00:00:00.0_1980-12-29 00:00:00.0,1976-04-21,1980-12-29
70100000,1976-04-21 00:00:00.0,1980-12-29 00:00:00.0,3,3,1,1,94.0,500.0,1.0,49.6279,0.08,1.506,2,70100000_1976-04-21 00:00:00.0_1980-12-29 00:00:00.0,1976-04-21,1980-12-29
70100000,1980-12-30 00:00:00.0,1983-03-02 00:00:00.0,1,3,1,1,20.0,61.0,1.0,47.1378,0.07,1.618,2,70100000_1980-12-30 00:00:00.0_1983-03-02 00:00:00.0,1980-12-30,1983-03-02
70100000,1980-12-30 00:00:00.0,1983-03-02 00:00:00.0,2,3,1,1,61.0,94.0,1.0,52.6537,0.1,1.641,2,70100000_1980-12-30 00:00:00.0_1983-03-02 00:00:00.0,1980-12-30,1983-03-02
70100000,1980-12-30 00:00:00.0,1983-03-02 00:00:00.0,3,3,1,1,94.0,300.0,1.0,49.6279,0.08,1.506,2,70100000_1980-12-30 00:00:00.0_1983-03-02 00:00:00.0,1980-12-30,1983-03-02
70100000,1983-03-03 00:00:00.0,2005-10-17 00:00:00.0,1,3,1,1,10.0,38.0,1.0,39.5718,0.06,1.59,2,70100000_1983-03-03 00:00:00.0_2005-10-17 00:00:00.0,1983-03-03,2005-10-17
70100000,1983-03-03 00:00:00.0,2005-10-17 00:00:00.0,2,3,1,1,38.0,94.0,1.0,52.6537,0.1,1.641,2,70100000_1983-03-03 00:00:00.0_2005-10-17 00:00:00.0,1983-03-03,2005-10-17
70100000,1983-03-03 00:00:00.0,2005-10-17 00:00:00.0,3,3,1,1,94.0,450.0,1.0,49.6279,0.08,1.506,2,70100000_1983-03-03 00:00:00.0_2005-10-17 00:00:00.0,1983-03-03,2005-10-17
70100000,2005-10-18 00:00:00.0,2012-02-19 00:00:00.0,1,3,1,1,10.0,32.0,1.0,76.0,0.0,2.34,2,70100000_2005-10-18 00:00:00.0_2012-02-19 00:00:00.0,2005-10-18,2012-02-19
70100000,2005-10-18 00:00:00.0,2012-02-19 00:00:00.0,2,3,1,1,32.0,60.0,1.0,52.4793,0.14,1.34,2,70100000_2005-10-18 00:00:00.0_2012-02-19 00:00:00.0,2005-10-18,2012-02-19
70100000,2005-10-18 00:00:00.0,2012-02-19 00:00:00.0,3,3,1,1,60.0,450.0,1.0,49.6279,0.08,1.506,2,70100000_2005-10-18 00:00:00.0_2012-02-19 00:00:00.0,2005-10-18,2012-02-19
70100000,2012-02-20 00:00:00.0,2017-08-19 00:00:00.0,1,2,1,1,10.0,111.0,1.0,45.7469,0.04,1.881,2,70100000_2012-02-20 00:00:00.0_2017-08-19 00:00:00.0,2012-02-20,2017-08-19
70100000,2012-02-20 00:00:00.0,2017-08-19 00:00:00.0,2,2,1,1,111.0,650.0,1.0,49.6279,0.08,1.506,2,70100000_2012-02-20 00:00:00.0_2017-08-19 00:00:00.0,2012-02-20,2017-08-19
70100000,2017-08-20 00:00:00.0,2023-12-31 00:00:00.0,1,3,1,1,10.0,52.0,1.0,39.5718,0.06,1.595,2,70100000_2017-08-20 00:00:00.0_2023-12-31 00:00:00.0,2017-08-20,2023-12-31
70100000,2017-08-20 00:00:00.0,2023-12-31 00:00:00.0,2,3,1,1,52.0,111.0,1.0,45.7469,0.04,1.881,2,70100000_2017-08-20 00:00:00.0_2023-12-31 00:00:00.0,2017-08-20,2023-12-31
70100000,2017-08-20 00:00:00.0,2023-12-31 00:00:00.0,3,3,1,1,111.0,650.0,1.0,49.6279,0.08,1.506,2,70100000_2017-08-20 00:00:00.0_2023-12-31 00:00:00.0,2017-08-20,2023-12-31
70200000,1964-06-01 00:00:00.0,1968-09-13 00:00:00.0,1,3,1,1,20.0,196.0,1.0,86.749,0.27,1.922,2,70200000_1964-06-01 00:00:00.0_1968-09-13 00:00:00.0,1964-06-01,1968-09-13
70200000,1964-06-01 00:00:00.0,1968-09-13 00:00:00.0,2,3,1,1,196.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_1964-06-01 00:00:00.0_1968-09-13 00:00:00.0,1964-06-01,1968-09-13
70200000,1964-06-01 00:00:00.0,1968-09-13 00:00:00.0,3,3,1,1,248.0,450.0,1.0,93.1035,0.17,1.7,2,70200000_1964-06-01 00:00:00.0_1968-09-13 00:00:00.0,1964-06-01,1968-09-13
70200000,1968-09-14 00:00:00.0,1979-10-26 00:00:00.0,1,3,1,1,20.0,187.0,1.0,74.465,0.11,1.889,2,70200000_1968-09-14 00:00:00.0_1979-10-26 00:00:00.0,1968-09-14,1979-10-26
70200000,1968-09-14 00:00:00.0,1979-10-26 00:00:00.0,2,3,1,1,187.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_1968-09-14 00:00:00.0_1979-10-26 00:00:00.0,1968-09-14,1979-10-26
70200000,1968-09-14 00:00:00.0,1979-10-26 00:00:00.0,3,3,1,1,248.0,650.0,1.0,93.1035,0.17,1.7,2,70200000_1968-09-14 00:00:00.0_1979-10-26 00:00:00.0,1968-09-14,1979-10-26
70200000,1979-10-27 00:00:00.0,1984-01-30 00:00:00.0,1,4,1,1,30.0,164.0,1.0,71.8577,0.07,1.935,2,70200000_1979-10-27 00:00:00.0_1984-01-30 00:00:00.0,1979-10-27,1984-01-30
70200000,1979-10-27 00:00:00.0,1984-01-30 00:00:00.0,2,4,1,1,164.0,197.0,1.0,85.8013,0.13,1.687,2,70200000_1979-10-27 00:00:00.0_1984-01-30 00:00:00.0,1979-10-27,1984-01-30
70200000,1979-10-27 00:00:00.0,1984-01-30 00:00:00.0,3,4,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_1979-10-27 00:00:00.0_1984-01-30 00:00:00.0,1979-10-27,1984-01-30
70200000,1979-10-27 00:00:00.0,1984-01-30 00:00:00.0,4,4,1,1,248.0,750.0,1.0,93.1035,0.17,1.7,2,70200000_1979-10-27 00:00:00.0_1984-01-30 00:00:00.0,1979-10-27,1984-01-30
70200000,1984-01-31 00:00:00.0,1992-05-29 00:00:00.0,1,4,1,1,20.0,175.0,1.0,74.4643,0.09,1.886,2,70200000_1984-01-31 00:00:00.0_1992-05-29 00:00:00.0,1984-01-31,1992-05-29
70200000,1984-01-31 00:00:00.0,1992-05-29 00:00:00.0,2,4,1,1,175.0,197.0,1.0,85.8013,0.13,1.687,2,70200000_1984-01-31 00:00:00.0_1992-05-29 00:00:00.0,1984-01-31,1992-05-29
70200000,1984-01-31 00:00:00.0,1992-05-29 00:00:00.0,3,4,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_1984-01-31 00:00:00.0_1992-05-29 00:00:00.0,1984-01-31,1992-05-29
70200000,1984-01-31 00:00:00.0,1992-05-29 00:00:00.0,4,4,1,1,248.0,750.0,1.0,93.1035,0.17,1.7,2,70200000_1984-01-31 00:00:00.0_1992-05-29 00:00:00.0,1984-01-31,1992-05-29
70200000,1992-05-30 00:00:00.0,2012-12-28 00:00:00.0,1,3,1,1,30.0,197.0,1.0,85.8013,0.13,1.687,2,70200000_1992-05-30 00:00:00.0_2012-12-28 00:00:00.0,1992-05-30,2012-12-28
70200000,1992-05-30 00:00:00.0,2012-12-28 00:00:00.0,2,3,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_1992-05-30 00:00:00.0_2012-12-28 00:00:00.0,1992-05-30,2012-12-28
70200000,1992-05-30 00:00:00.0,2012-12-28 00:00:00.0,3,3,1,1,248.0,750.0,1.0,93.1035,0.17,1.7,2,70200000_1992-05-30 00:00:00.0_2012-12-28 00:00:00.0,1992-05-30,2012-12-28
70200000,2012-12-29 00:00:00.0,2020-07-07 00:00:00.0,1,4,1,1,20.0,176.0,1.0,76.2152,0.09,1.839,2,70200000_2012-12-29 00:00:00.0_2020-07-07 00:00:00.0,2012-12-29,2020-07-07
70200000,2012-12-29 00:00:00.0,2020-07-07 00:00:00.0,2,4,1,1,176.0,197.0,1.0,85.8013,0.13,1.687,2,70200000_2012-12-29 00:00:00.0_2020-07-07 00:00:00.0,2012-12-29,2020-07-07
70200000,2012-12-29 00:00:00.0,2020-07-07 00:00:00.0,3,4,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_2012-12-29 00:00:00.0_2020-07-07 00:00:00.0,2012-12-29,2020-07-07
70200000,2012-12-29 00:00:00.0,2020-07-07 00:00:00.0,4,4,1,1,248.0,750.0,1.0,93.1035,0.17,1.7,2,70200000_2012-12-29 00:00:00.0_2020-07-07 00:00:00.0,2012-12-29,2020-07-07
70200000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,1,4,1,1,40.0,163.0,1.0,74.4643,0.08,1.886,2,70200000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70200000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,2,4,1,1,163.0,197.0,1.0,85.8013,0.13,1.687,2,70200000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70200000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,3,4,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,2,70200000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70200000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,4,4,1,1,248.0,750.0,1.0,93.1035,0.17,1.7,2,70200000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,4,1,1,13.0,175.0,1.0,77.2437,0.1,1.835,1,70200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,4,1,1,175.0,197.0,1.0,85.8013,0.13,1.687,1,70200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,3,4,1,1,197.0,248.0,1.0,9.2593,-0.99,3.0,1,70200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,4,4,1,1,248.0,950.0,1.0,93.1035,0.17,1.7,1,70200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70300000,1942-03-15 00:00:00.0,1948-11-30 00:00:00.0,1,2,1,1,20.0,171.0,1.0,30.5737,0.1,2.175,2,70300000_1942-03-15 00:00:00.0_1948-11-30 00:00:00.0,1942-03-15,1948-11-30
70300000,1942-03-15 00:00:00.0,1948-11-30 00:00:00.0,2,2,1,1,171.0,550.0,1.0,33.8,0.2,2.27,2,70300000_1942-03-15 00:00:00.0_1948-11-30 00:00:00.0,1942-03-15,1948-11-30
70300000,1950-05-31 00:00:00.0,1976-05-27 00:00:00.0,1,4,1,1,20.0,50.0,1.0,79.348,0.03,3.0,2,70300000_1950-05-31 00:00:00.0_1976-05-27 00:00:00.0,1950-05-31,1976-05-27
70300000,1950-05-31 00:00:00.0,1976-05-27 00:00:00.0,2,4,1,1,50.0,117.0,1.0,45.4504,0.17,1.542,2,70300000_1950-05-31 00:00:00.0_1976-05-27 00:00:00.0,1950-05-31,1976-05-27
70300000,1950-05-31 00:00:00.0,1976-05-27 00:00:00.0,3,4,1,1,117.0,554.0,1.0,51.5935,0.23,2.03,2,70300000_1950-05-31 00:00:00.0_1976-05-27 00:00:00.0,1950-05-31,1976-05-27
70300000,1950-05-31 00:00:00.0,1976-05-27 00:00:00.0,4,4,1,1,554.0,1000.0,1.0,54.037,0.22,2.0,2,70300000_1950-05-31 00:00:00.0_1976-05-27 00:00:00.0,1950-05-31,1976-05-27
70300000,1976-05-28 00:00:00.0,2023-12-31 00:00:00.0,1,2,1,1,20.0,258.0,1.0,54.037,0.1,1.89,2,70300000_1976-05-28 00:00:00.0_2023-12-31 00:00:00.0,1976-05-28,2023-12-31
70300000,1976-05-28 00:00:00.0,2023-12-31 00:00:00.0,2,2,1,1,258.0,1000.0,1.0,54.037,0.22,2.0,2,70300000_1976-05-28 00:00:00.0_2023-12-31 00:00:00.0,1976-05-28,2023-12-31
70300000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,4,1,1,15.0,75.0,1.0,54.037,0.1,1.89,1,70300000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70300000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,4,1,1,75.0,225.0,1.0,38.0664,-0.05,2.079,1,70300000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70300000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,3,4,1,1,225.0,554.0,1.0,51.5935,0.23,2.03,1,70300000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70300000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,4,4,1,1,554.0,1050.0,1.0,54.037,0.22,2.0,1,70300000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70500000,1944-10-25 00:00:00.0,1956-01-27 00:00:00.0,1,2,1,1,60.0,151.0,1.0,67.8532,0.61,1.957,2,70500000_1944-10-25 00:00:00.0_1956-01-27 00:00:00.0,1944-10-25,1956-01-27
70500000,1944-10-25 00:00:00.0,1956-01-27 00:00:00.0,2,2,1,1,151.0,450.0,1.0,59.9871,0.57,1.412,2,70500000_1944-10-25 00:00:00.0_1956-01-27 00:00:00.0,1944-10-25,1956-01-27
70500000,1956-01-28 00:00:00.0,1960-09-25 00:00:00.0,1,3,1,1,70.0,120.0,1.0,62.5178,0.69,1.501,2,70500000_1956-01-28 00:00:00.0_1960-09-25 00:00:00.0,1956-01-28,1960-09-25
70500000,1956-01-28 00:00:00.0,1960-09-25 00:00:00.0,2,3,1,1,120.0,153.0,1.0,65.9858,0.6,2.078,2,70500000_1956-01-28 00:00:00.0_1960-09-25 00:00:00.0,1956-01-28,1960-09-25
70500000,1956-01-28 00:00:00.0,1960-09-25 00:00:00.0,3,3,1,1,153.0,450.0,1.0,59.9871,0.57,1.412,2,70500000_1956-01-28 00:00:00.0_1960-09-25 00:00:00.0,1956-01-28,1960-09-25
70500000,1960-09-26 00:00:00.0,1969-11-08 00:00:00.0,1,3,1,1,60.0,95.0,1.0,237.5967,0.65,3.0,2,70500000_1960-09-26 00:00:00.0_1969-11-08 00:00:00.0,1960-09-26,1969-11-08
70500000,1960-09-26 00:00:00.0,1969-11-08 00:00:00.0,2,3,1,1,95.0,153.0,1.0,87.7975,0.75,1.627,2,70500000_1960-09-26 00:00:00.0_1969-11-08 00:00:00.0,1960-09-26,1969-11-08
70500000,1960-09-26 00:00:00.0,1969-11-08 00:00:00.0,3,3,1,1,153.0,700.0,1.0,59.9871,0.55,1.408,2,70500000_1960-09-26 00:00:00.0_1969-11-08 00:00:00.0,1960-09-26,1969-11-08
70500000,1969-11-09 00:00:00.0,1972-07-05 00:00:00.0,1,4,1,1,60.0,86.0,1.0,237.5967,0.65,2.9,2,70500000_1969-11-09 00:00:00.0_1972-07-05 00:00:00.0,1969-11-09,1972-07-05
70500000,1969-11-09 00:00:00.0,1972-07-05 00:00:00.0,2,4,1,1,86.0,108.0,1.0,92.0572,0.66,2.219,2,70500000_1969-11-09 00:00:00.0_1972-07-05 00:00:00.0,1969-11-09,1972-07-05
70500000,1969-11-09 00:00:00.0,1972-07-05 00:00:00.0,3,4,1,1,108.0,201.0,1.0,63.5105,0.69,1.654,2,70500000_1969-11-09 00:00:00.0_1972-07-05 00:00:00.0,1969-11-09,1972-07-05
70500000,1969-11-09 00:00:00.0,1972-07-05 00:00:00.0,4,4,1,1,201.0,450.0,1.0,59.9871,0.57,1.412,2,70500000_1969-11-09 00:00:00.0_1972-07-05 00:00:00.0,1969-11-09,1972-07-05
70500000,1972-07-06 00:00:00.0,1976-02-19 00:00:00.0,1,2,1,1,60.0,151.0,1.0,67.7585,0.61,1.957,2,70500000_1972-07-06 00:00:00.0_1976-02-19 00:00:00.0,1972-07-06,1976-02-19
70500000,1972-07-06 00:00:00.0,1976-02-19 00:00:00.0,2,2,1,1,151.0,350.0,1.0,59.9871,0.57,1.412,2,70500000_1972-07-06 00:00:00.0_1976-02-19 00:00:00.0,1972-07-06,1976-02-19
70500000,1976-02-20 00:00:00.0,1989-05-06 00:00:00.0,1,3,1,1,60.0,81.0,1.0,66.5,0.62,1.957,2,70500000_1976-02-20 00:00:00.0_1989-05-06 00:00:00.0,1976-02-20,1989-05-06
70500000,1976-02-20 00:00:00.0,1989-05-06 00:00:00.0,2,3,1,1,81.0,153.0,1.0,65.9858,0.6,2.078,2,70500000_1976-02-20 00:00:00.0_1989-05-06 00:00:00.0,1976-02-20,1989-05-06
70500000,1976-02-20 00:00:00.0,1989-05-06 00:00:00.0,3,3,1,1,153.0,550.0,1.0,59.9871,0.57,1.412,2,70500000_1976-02-20 00:00:00.0_1989-05-06 00:00:00.0,1976-02-20,1989-05-06
70500000,1989-05-07 00:00:00.0,2000-03-05 00:00:00.0,1,3,1,1,60.0,97.0,1.0,53.5412,0.61,1.676,2,70500000_1989-05-07 00:00:00.0_2000-03-05 00:00:00.0,1989-05-07,2000-03-05
70500000,1989-05-07 00:00:00.0,2000-03-05 00:00:00.0,2,3,1,1,97.0,152.0,1.0,68.0,0.6,1.957,2,70500000_1989-05-07 00:00:00.0_2000-03-05 00:00:00.0,1989-05-07,2000-03-05
70500000,1989-05-07 00:00:00.0,2000-03-05 00:00:00.0,3,3,1,1,152.0,700.0,1.0,59.9871,0.55,1.408,2,70500000_1989-05-07 00:00:00.0_2000-03-05 00:00:00.0,1989-05-07,2000-03-05
70500000,2000-03-06 00:00:00.0,2005-05-19 00:00:00.0,1,3,1,1,70.0,113.0,1.0,62.5178,0.7,1.501,2,70500000_2000-03-06 00:00:00.0_2005-05-19 00:00:00.0,2000-03-06,2005-05-19
70500000,2000-03-06 00:00:00.0,2005-05-19 00:00:00.0,2,3,1,1,113.0,153.0,1.0,65.9858,0.6,2.078,2,70500000_2000-03-06 00:00:00.0_2005-05-19 00:00:00.0,2000-03-06,2005-05-19
70500000,2000-03-06 00:00:00.0,2005-05-19 00:00:00.0,3,3,1,1,153.0,550.0,1.0,59.9871,0.57,1.412,2,70500000_2000-03-06 00:00:00.0_2005-05-19 00:00:00.0,2000-03-06,2005-05-19
70500000,2005-05-20 00:00:00.0,2012-01-24 00:00:00.0,1,3,1,1,60.0,97.0,1.0,53.5412,0.61,1.676,2,70500000_2005-05-20 00:00:00.0_2012-01-24 00:00:00.0,2005-05-20,2012-01-24
70500000,2005-05-20 00:00:00.0,2012-01-24 00:00:00.0,2,3,1,1,97.0,152.0,1.0,68.0,0.6,1.957,2,70500000_2005-05-20 00:00:00.0_2012-01-24 00:00:00.0,2005-05-20,2012-01-24
70500000,2005-05-20 00:00:00.0,2012-01-24 00:00:00.0,3,3,1,1,152.0,700.0,1.0,59.9871,0.55,1.408,2,70500000_2005-05-20 00:00:00.0_2012-01-24 00:00:00.0,2005-05-20,2012-01-24
70500000,2012-01-25 00:00:00.0,2020-07-07 00:00:00.0,1,3,1,1,60.0,97.0,1.0,73.5846,0.6,2.35,2,70500000_2012-01-25 00:00:00.0_2020-07-07 00:00:00.0,2012-01-25,2020-07-07
70500000,2012-01-25 00:00:00.0,2020-07-07 00:00:00.0,2,3,1,1,97.0,227.0,1.0,72.7727,0.78,1.396,2,70500000_2012-01-25 00:00:00.0_2020-07-07 00:00:00.0,2012-01-25,2020-07-07
70500000,2012-01-25 00:00:00.0,2020-07-07 00:00:00.0,3,3,1,1,227.0,700.0,1.0,59.9871,0.57,1.412,2,70500000_2012-01-25 00:00:00.0_2020-07-07 00:00:00.0,2012-01-25,2020-07-07
70500000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,1,3,1,1,60.0,118.0,1.0,75.6678,0.65,2.0,2,70500000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70500000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,2,3,1,1,118.0,225.0,1.0,71.4671,0.76,1.4,2,70500000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70500000,2020-07-08 00:00:00.0,2023-12-31 00:00:00.0,3,3,1,1,225.0,700.0,1.0,59.9871,0.57,1.412,2,70500000_2020-07-08 00:00:00.0_2023-12-31 00:00:00.0,2020-07-08,2023-12-31
70500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,4,1,1,200.0,900.0,1.0,59.9871,0.57,1.412,1,70500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,4,1,1,160.0,200.0,1.0,63.5105,0.69,1.654,1,70500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,3,4,1,1,83.0,160.0,1.0,66.8505,0.73,1.507,1,70500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
70500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,4,4,1,1,43.0,83.0,1.0,14.3039,0.39,2.349,1,70500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
71200000,1957-01-01 00:00:00.0,1965-08-17 00:00:00.0,1,2,1,1,50.0,145.0,1.0,22.3,0.31,1.2,2,71200000_1957-01-01 00:00:00.0_1965-08-17 00:00:00.0,1957-01-01,1965-08-17
71200000,1957-01-01 00:00:00.0,1965-08-17 00:00:00.0,2,2,1,1,145.0,1100.0,1.0,11.65,-0.39,1.32,2,71200000_1957-01-01 00:00:00.0_1965-08-17 00:00:00.0,1957-01-01,1965-08-17
71200000,1965-08-18 00:00:00.0,1967-02-15 00:00:00.0,1,2,1,1,70.0,185.0,1.0,18.3326,0.55,1.6,2,71200000_1965-08-18 00:00:00.0_1967-02-15 00:00:00.0,1965-08-18,1967-02-15
71200000,1965-08-18 00:00:00.0,1967-02-15 00:00:00.0,2,2,1,1,185.0,1200.0,1.0,11.65,-0.07,1.335,2,71200000_1965-08-18 00:00:00.0_1967-02-15 00:00:00.0,1965-08-18,1967-02-15
71200000,1967-02-16 00:00:00.0,1968-11-03 00:00:00.0,1,2,1,1,40.0,190.0,1.0,14.7697,0.23,1.67,2,71200000_1967-02-16 00:00:00.0_1968-11-03 00:00:00.0,1967-02-16,1968-11-03
71200000,1967-02-16 00:00:00.0,1968-11-03 00:00:00.0,2,2,1,1,190.0,800.0,1.0,11.65,-0.39,1.32,2,71200000_1967-02-16 00:00:00.0_1968-11-03 00:00:00.0,1967-02-16,1968-11-03
71200000,1968-11-04 00:00:00.0,1968-12-02 00:00:00.0,1,2,1,1,80.0,189.0,1.0,10.5321,0.46,1.612,2,71200000_1968-11-04 00:00:00.0_1968-12-02 00:00:00.0,1968-11-04,1968-12-02
71200000,1968-11-04 00:00:00.0,1968-12-02 00:00:00.0,2,2,1,1,189.0,650.0,1.0,17.48,0.83,1.2,2,71200000_1968-11-04 00:00:00.0_1968-12-02 00:00:00.0,1968-11-04,1968-12-02
71200000,1968-12-03 00:00:00.0,1969-08-16 00:00:00.0,1,2,1,1,60.0,179.0,1.0,20.1439,0.36,1.35,2,71200000_1968-12-03 00:00:00.0_1969-08-16 00:00:00.0,1968-12-03,1969-08-16
71200000,1968-12-03 00:00:00.0,1969-08-16 00:00:00.0,2,2,1,1,179.0,800.0,1.0,11.65,-0.39,1.32,2,71200000_1968-12-03 00:00:00.0_1969-08-16 00:00:00.0,1968-12-03,1969-08-16
71200000,1969-08-17 00:00:00.0,1989-06-20 00:00:00.0,1,3,1,1,50.0,89.0,1.0,10.8573,0.33,2.0,2,71200000_1969-08-17 00:00:00.0_1989-06-20 00:00:00.0,1969-08-17,1989-06-20
71200000,1969-08-17 00:00:00.0,1989-06-20 00:00:00.0,2,3,1,1,89.0,178.0,1.0,16.999,0.49,1.75,2,71200000_1969-08-17 00:00:00.0_1989-06-20 00:00:00.0,1969-08-17,1989-06-20
71200000,1969-08-17 00:00:00.0,1989-06-20 00:00:00.0,3,3,1,1,178.0,1200.0,1.0,11.65,-0.07,1.335,2,71200000_1969-08-17 00:00:00.0_1989-06-20 00:00:00.0,1969-08-17,1989-06-20
71200000,1989-06-21 00:00:00.0,2014-02-27 00:00:00.0,1,3,1,1,70.0,98.0,1.0,14.1662,0.43,1.6,2,71200000_1989-06-21 00:00:00.0_2014-02-27 00:00:00.0,1989-06-21,2014-02-27
71200000,1989-06-21 00:00:00.0,2014-02-27 00:00:00.0,2,3,1,1,98.0,190.0,1.0,19.8226,0.51,1.71,2,71200000_1989-06-21 00:00:00.0_2014-02-27 00:00:00.0,1989-06-21,2014-02-27
71200000,1989-06-21 00:00:00.0,2014-02-27 00:00:00.0,3,3,1,1,190.0,1100.0,1.0,11.65,-0.39,1.32,2,71200000_1989-06-21 00:00:00.0_2014-02-27 00:00:00.0,1989-06-21,2014-02-27
71200000,2014-02-28 00:00:00.0,2020-06-10 00:00:00.0,1,4,1,1,70.0,107.0,1.0,13.1437,0.31,2.1,2,71200000_2014-02-28 00:00:00.0_2020-06-10 00:00:00.0,2014-02-28,2020-06-10
71200000,2014-02-28 00:00:00.0,2020-06-10 00:00:00.0,2,4,1,1,107.0,157.0,1.0,23.8872,0.62,1.47,2,71200000_2014-02-28 00:00:00.0_2020-06-10 00:00:00.0,2014-02-28,2020-06-10
71200000,2014-02-28 00:00:00.0,2020-06-10 00:00:00.0,3,4,1,1,157.0,178.0,1.0,18.4401,0.43,1.39,2,71200000_2014-02-28 00:00:00.0_2020-06-10 00:00:00.0,2014-02-28,2020-06-10
71200000,2014-02-28 00:00:00.0,2020-06-10 00:00:00.0,4,4,1,1,178.0,1200.0,1.0,12.651,-0.06,1.3,2,71200000_2014-02-28 00:00:00.0_2020-06-10 00:00:00.0,2014-02-28,2020-06-10
71200000,2020-06-11 00:00:00.0,2023-12-31 00:00:00.0,1,2,1,1,90.0,175.0,1.0,20.4922,0.55,1.6,2,71200000_2020-06-11 00:00:00.0_2023-12-31 00:00:00.0,2020-06-11,2023-12-31
71200000,2020-06-11 00:00:00.0,2023-12-31 00:00:00.0,2,2,1,1,175.0,1200.0,1.0,12.651,-0.06,1.3,2,71200000_2020-06-11 00:00:00.0_2023-12-31 00:00:00.0,2020-06-11,2023-12-31
71200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,4,1,1,43.0,102.0,1.0,14.1662,0.43,1.6,1,71200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
71200000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,4,1,1,102.0,157.0,1.0,23.8872,0.62,1.495,1,71200000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
